"w215801333","Colosseo","Roma","Colosseo","41.8909705","12.4922415"
"n1421083055","Fori Imperiali","Roma","Via dei Fori Imperiali","41.893565","12.4863624"
"r1849830","Altare della Patria","Roma","Scala dell'Arce Capitolina","41.8946867","12.4830664"
"r11384819","Circo Massimo","Roma","Viale Aventino","41.8861584","12.4853087"
"r5342094","Ponte Vecchio","Firenze","Via Por Santa Maria","43.7680254","11.253158"
